text,rating,label
"White interior seems pointless and looks cheap, as the fabric is a nice thin material.",3.0,1
Loved the style of this dress. The only problem is that it's a little too large. It is so small that it looks a bit small in the waist,2.0,1
"5'6"" and 125. I have literally tried on about 30 pairs of jeans this year. Gap, Lucky Brand,Express,Saks, Macy's,seriously if they are known for their jeans have been there. Who is shaped that way.? A mid-rise jean is not 10 inches from your crotch to your waist? Legs so tight they all wound up inside out , crotch up on the dressing room floor! Sorry to the help but when the leg openings are so tight I am wrestling them off they can untangle the wretched things. The mid-rises hit half way up my back! I am 65 years old so white jeans are very tricky. These are perfect. I hate paying this much for a single pair of jeans but I am NOT sending these back as I expected to.. Good weight and still not see through? I thought they were going to be lightweight and they are but not too thin/thick. The rise is a perfect 8 inches/zipper 4 inches and the leg openings allow someone with a calf muscle to move  and they don't ride up. I've had them on about 3 hours now and yeah they stretch out a little but in a good way. I can sit cross legged on my bed w/o discomfort! But these jeans! I don't care what color just get a pair before these sell out. I may buy another color myself. I tried to get a shot of my ass in but it wouldn't download! If these make a 65 yr old old lady look good- you'll rock them!",5.0,0
"I like the waterproof soles, but the top of the shoe is a little tighter than I expected. The bottom is too tight around the toe area and the top of the shoe is very loose around the toe area. It's a little uncomfortable for me. I bought this for my husband for his birthday.",4.0,1
Skinnier than I thought. But it has the quality and design of a lot of other products,4.0,1
"These are adorable but they are a little wide on me. I'm a 40 waist and they fit so snug around the waist, but they're still a bit snug.",3.0,1
"This kimono feels damp & looks cheap, but it is worth it.",3.0,1
"I've purchased many washes of this size and cut, and I find that every pair fits me a little bit differently. This particular wash (""cast shadows"") is much looser than other washes I own, and they stretch out more throughout the day. (These jeans in ""soft black"" are my favorites.",2.0,0
"Cons:
Biggest con: cables sometimes not long enough. Also, it REQUIRES A DRIVER. Will not work properly without it.
I got this unit so I can run a dekstop and laptop together. A few things to note... the vga cables are short an dthe attached usb cable is short but appears to work on most pc's as long as the ports needed are open. The vga cable being short meant that I had to purchase a vga extension cable.
As mentioned switching isn't instantaneous etc.
5 second delay to get the mouse recognized.
Also I may be wrong but the usb appeared to be needed to be plugged in for the switch to work or detect.
At the beginning I also encountered trouble with installing the driver.
The windows 7 machine works flawlessly. The xp machine appears to not detect that the belkin is connected. However it still outputs a signal and works. I just can't use software switching. Only the hardware using the button.
Also the monitor plugs are tough to connect but work fine.

Biggest pro:
The big simple switch. I wish it was longer to reach me but the switch is very useful. Just tapping it with my foot does the job. I haven't tried out the audio so I can't comment on how well it works. I also haven't tried connecting usb 2 devices to it.
I give it 3 stars because of the software trouble and trouble getting it to install correctly. But it really is a remarkable device and it does what it sets out to do.",3.0,0
"I had issues with my first two pairs of these headphones as they both broke after a month of use, but after relaying these difficulties to the company, they worked quickly with me and sent me a new pair. They are very comfortable headphones and work great. I have had no other issues with these products at any point during use, whether it be for during work or when I go rollerblading or skateboarding. I am very pleased with the efforts made by this company to make a sincere effort to supply all of their customers with quality products and service, and would recommend if you were going to purchase headphones from any company, to make it this one.",5.0,0
"Have had this belt for a year now. It is by far my favorite. The belt looks better as time passes but it is still passing for business casual with a nice pair of jeans and a dress shirt. Read a review that someone gave it back because the color was too light... that's a shame. They should have just waited. It will age and darken. You could apply any leather polish - for example the stuff for leather bicycle seats or baseball gloves - to darken it a shade instantly.
Give this one a shot. You won't regret it. I too grew tired of buying $20 junk Chinese made belts that looked good for about 5 days before starting to disintegrate.
I'll be back to this Orion company to pick up a black belt for dressier occasions eventually.",5.0,0
"Not as pictured just the material is nice and soft. I will keep this bag in my collection.I bought this for my son, he loves it! He wears it often and it's comfortable. I have been wearing it every day for about 2 years and it still holds up",4.0,1
Love this tiara. I had a pair of these and they fit perfect. I have a large bust and a medium in the dress. The dress is very light and sexy. The material is nice and soft. It is a good value for the price.I love this dress. The material is soft,5.0,1
Save $ on these instead of the original shipping box. I will keep my money!Very pretty.,5.0,1
"So nice, was a gift for a friend. We love this blanket.",5.0,1
"Still a good product after reading a few reviews.Very good quality.Nice, sturdy, and functional",5.0,1
I really enjoy Cindy's books.  She is an interesting writer.  She has a very strong voice.  She is very open and honest.  She does not let the past get in the way of her writing.  She writes a story about two people who,5.0,1
This works better than any other. The only problem is that it's kind of hard to put the bottom on top. The plastic part is also,4.0,1
"Bought another pair as soon as I saw the picture. I normally wear a size 10 and ordered a size 10. 5. I am a 32D, and the XL was perfect.",5.0,1
"These are nice pants, I'm a 36D and these fit perfect. I have a large bust and a medium",3.0,1
"Installed easily. Just plugged it into a USB port and Windows 7 recognized it. I should have stopped there. Instead, I installed the driver on the included mini-disk. The driver installed easily, but once it was installed, Skype no longer recognized it. I uninstalled the driver - no joy. I restored my computer to pre-driver installation, no joy. I tried installing the most recent driver from their web site. The installation never finished. I kept getting messages that Windows didn't recognized the publisher, and as soon as the progress bar was full, it started all over again. I tried uninstalling the updated driver and I got messages that something was already running, and it wouldn't uninstall. I have sent Ausdom an email asking for help, but I am returning it if I don't get an immediate, helpful response. My OS is Windows 7, and it is completely up to date.

Right now, it seems the only way to get this software off my system is to completely rebuild it, and I'm not looking forward to doing that.",1.0,0
"A continuation of the ""Scream"" series. The story is a bit different from the original,",4.0,1
My daughter just loves AH! She is an avid fan of all things batman and this one is a keeper.,5.0,1
"I am a big fan of the whole ""Wins"" series. This is the first one I have read by this author. The characters are well written and the plot is very interesting",5.0,1
"My 82 year old dad is so old school and he loves this key holder,he has had his old one for as long as I can remember and this one is perfect",5.0,0
I love these flip flops. They have the wide width and fit perfectly. They have a nice look to them and have the best support. I also like the fact that the heel is adjustable so that it can be adjusted in the heel. The size is perfect and I can wear them for walking and a bit of walking. I would recommend them.I ordered a size up from normal and it fits just fine.  I love the color,5.0,1
I read the updated book and it kept me engaged. I will definitely be buying the next one.I read this book in the last few days and have enjoyed it. The characters are well written and well developed. I would highly recommend this book.This was an excellent,3.0,1
"I bought this dress not knowing what I was going to get it for, and I was disappointed. It's not the best dress, but it is the most flattering. The material is nice, and it fits great. The dress is very flattering. I'm 5'7"" and the dress was a little tight on me. I'm 5'9"" and the dress was a little snug on me. I tried it on and it fit perfectly.",5.0,1
"I will be using them to play softball.  I know that the are trail and hiking shoes but with the comfort and tread, they are a good softball shoe.",5.0,0
I have worn many other brands of shoes with similar issues.  These are just the best!  They are not the best for wearing with socks but the shoes are so comfortable and comfortable that I have had no issues with them.  The size is perfect and the quality is good.  I have purchased many pairs of the same shoes in different colors and sizes,5.0,1
"Well made with quality material. My daughter loves it! Im so glad to finally found a ""coronation day"" dress my daughter has been asking for. It fit perfect and shipping was quick!",5.0,0
"The main character's wit and understanding of the world and her own history.

The story has a lot of heart-",5.0,1
"I bought this today for my 3 year old son. I was debating whether to get the Jr since it was for ages 1-4, but after looking at their book selections, I opted for the regular Tag. He liked it at first just pointing to the words and repeating after it. It's great that you can change the settings on each page on some books so it reads word by word, read each letter of the work, or sounding out the word. He's not yet dragging the tag across each row to read it in order, but I think he will grasp it over time. I just ordered the Learning to Read Book Set 1 from Amazon which should be easier for him than the regular storybooks at this time. We'll see.",4.0,0
"I am FAR from a jewelry expert by any stretch, and as a guy in particular, I freely admit I rarely notice earrings unless they are over-sized, or a womans hair is pulled up sufficiently so they can be noticed...however, I was quite impressed with the quality LOOK of these earrings. I gave them to my daughter for her birthday and she LOVES them (well, love may not be strong enough of a word here...).

They are platinum plated, sterling silver so they won't turn your skin green like the fake stuff usually does. They stay affixed like they ought to and more importantly, they LOOK like diamonds. A friend of mine is a precious metals independent worker who once told me that in all honesty, a GOOD CZ stone is virtually impossible to see with the naked eye, and many have a hard time seeing the difference even with help (I don't work in the industry, so I cannot verify that any of this is true--but I DO trust my friend, if that means anything). Long story short, these earrings LOOK good, they LOOK real and are the equal to 2 carats...which means they'll look dynamite on whoever wears them.

All I know is my daughter thinks Daddy is KING...and for that, I am VERY thankful.",5.0,0
"My boys are huge Lego builders, but I thought they would enjoy this especially with the motor. My 12.5 year-old said that the directions were very complex yet not detailed enough. As a result, he didn't finish building it. He has built crazy complex Lego sets -- but the instructions there allow even someone like me to have a successful build. My son said the difference is that you had to figure out the orientation of the illustration and then which pieces went where. I'm hoping they will complete the project, but I'm not overly optimistic at this time.",3.0,0
"It's made of a terrible fabric. Dress Shirt?, forget about it.  The image uploaded by the seller it's very very tricky.
It looks great in the photograph, but it doesn't once you have the shirt on your hands at front of you.
Don't buy it.",1.0,0
"If you aren't able to open the door for your dog all day - or can't get there fast enough while potty training - this is a really good solution for the price. The color matches my old aluminum door perfectly and it took my 4.5 month old puppy learned to use it in about 5 minutes. He really seems to love it. MOST IMPORTANT: unless you have a brand new sliding door and live in Southern California, plan on buying different weather stripping. I used expanding weather seal tape made by M-D (http://www.amazon.com/M-D-Building-Products-03100-Compressible/dp/B007NG6IJ6) on all the sides and top of the panel and it solved the gapping/draft issues (my aluminum sliding door is about 70 years old and it's not exactly still square). You could also use a less expensive foam weather seal tape, but I think this one seals/insulates much better in extreme temperatures. My puppy is tall (labradoodle) and about 35 pounds right now and I'm glad I got the extra large door because it will accommodate his growth and gives him extra height for jumping in while he's little and awkward. When you measure for the panel, the total height should include the recessed space of the track where the door fits. I measured wrong: the entryway height of my door is about 80 inches, but the height including the recessed track (where the door fits) is about 82 inches (which is not a standard size) so this didn't quite fit. To fill the gap between the upper surface of the recess and the top of the door, I used the M-D expanding weather seal tape and it worked great.",4.0,0
Bought another king for my daughter. The quality is good but it's not really the best one.,5.0,1
"I was surprised, these are nice shorts and the length is longer than the typical short shorts, but still an attractive length",5.0,0
"These socks a so cute!  My daughter is obsessed with all things cat, and these socks are her favorite.  They are durable and have held up well even after several washes.  I will be ordering more when she outgrows these.",5.0,0
I ordered this for my daughter. She loves it. It is very cute and the material is very soft. I had to get a size down but the waist is a perfect length. The color is beautiful and the material is very,5.0,1
"I purchased this product for my wife and she loves it.  She also loves the way the front is so adjustable.  I am a 32D, and the 36D fits me perfectly. ",5.0,1
